name,rating,reviews,price_range,street,postal_code,nb_photos,Latitude,Longitude,Business_type
Ibis Styles,,,[12 - 33],"Carrer de Provença, 340",08037 Barcelona,,41.3976887,2.1658044999999997,hotel
Patacolls,,,,"RO San Pere, 0024",08010 Barcelona,,41.3919671,2.1757277999999998,hotel
Hotel Fira Congress,3.0,11.0,,"Carrer de Jose Augustin Goytisolo, 9-11",08908 Hospitalet de Llobregat,5,41.3522876,2.1273413,hotel
ANBA Bed And Breakfast,5.0,4.0,,"Ronda de Sant Pere, 27",08010 Barcelona,9,41.3899693,2.174795,hotel
Chic & Basic Lemon Boutique,,,,"Carrer de Pelai, 6",08001 Barcelona,9,41.3856473,2.1651295,hotel
Tres Torres Atiram,3.0,1.0,[12 - 33],"Carrer de Calatrava, 32",08017 Barcelona,11,41.3999345,2.1300938,hotel
Abba Rambla,4.0,5.0,[12 - 33],"Rambla del Raval, 4C",08001 Barcelona,5,41.3790252,2.1683756,hotel
Scobies Irish Pub,4.5,26.0,under 11,"Ronda de la Universidad, 8",08007 Barcelona,17,41.3863435,2.1661604,pub
H1898 Rooftopbar,4.0,7.0,[12 - 33],"Les Rambles, 109",08002 Barcelona,14,41.38346729999999,2.1712016,pub
L’Ovella Negra,4.0,78.0,under 11,"Carrer de les Sitges, 5",08001 Barcelona,50,41.3844287,2.1694758,pub
Bobby’s Free,4.5,21.0,under 11,"Carrer de Pau Claris, 85",08010 Barcelona,42,41.3898349,2.1705451,pub
Madame George,5.0,4.0,under 11,"Carrer de Pujades, 179",08005 Barcelona,35,41.40210820000001,2.2009777,pub
Nevermind,4.5,15.0,under 11,"Carrer dels Tallers, 68",08001 Barcelona,26,41.3851398,2.1663995,pub
The Michael Collins,4.0,40.0,[12 - 33],"Plaça de la Sagrada Família, 4",08013 Barcelona,47,41.401990000000005,2.17234,pub
Bar Rubí,4.5,38.0,under 11,"Carrer Banys Vells, 6",08003 Barcelona,71,41.3845481,2.1804156000000003,pub
Old Fashioned,5.0,108.0,[12 - 33],"Carrer de Santa Teresa, 1",08012 Barcelona,218,41.398107700000004,2.1597236,pub
The Bollocks,4.0,18.0,under 11,"Carrer Ample, 46",08002 Barcelona,22,41.3810215,2.1804715,pub
Biercab,4.5,124.0,under 11,"Carrer de Muntaner, 55",08011 Barcelona,215,41.386198799999995,2.1597926,pub
Flaherty’s,4.0,41.0,under 11,"Plaça de Joaquim Xirau, s/n",08002 Barcelona,69,41.3784414,2.1763168999999998,pub
Dow Jones,3.5,47.0,[12 - 33],"Carrer del Bruc, 97",08009 Barcelona,56,41.3954605,2.1675681,pub
El Bosc de les Fades,4.0,121.0,[12 - 33],"Passatge de la Banca, 5",08002 Barcelona,100,41.3773416,2.1771159,pub
Obama,3.5,40.0,[12 - 33],"Gran Via de les Corts Catalanes, 603",08007 Barcelona,66,41.388971500000004,2.1670423999999997,pub
Tandem,5.0,28.0,[12 - 33],"Carrer d'Aribau, 86",08036 Barcelona,53,41.389659,2.1580133,pub
Hemingway,5.0,18.0,[34 - 66],"Carrer de Muntaner, 114",08036 Barcelona,45,41.3894012,2.1561128,pub
Samba Brasil,4.0,8.0,[12 - 33],"Carrer de Lepant, 297",08025 Barcelona,4,41.4056928,2.1747612000000003,pub
The George Payne,3.5,61.0,[12 - 33],"Plaça d'Urquinaona, 5",08010 Barcelona,40,41.3895989,2.1728273999999996,pub
Snooker,4.0,2.0,[12 - 33],"Carrer de Roger de Llúria, 42",08009 Barcelona,9,41.3921849,2.1703916000000003,pub
Limerick,4.0,2.0,,"Carrer del Bruc, 55",08009 Barcelona,6,41.3930354,2.170929,pub
Otto Zutz,3.5,50.0,[12 - 33],"Carrer de Lincoln, 15",08006 Barcelona,18,41.4002949,2.1498397000000002,pub
My Bar,4.5,7.0,[12 - 33],"Carrer de Ferran, 8",08002 Barcelona,6,41.3807055,2.1747465,pub
McCarthy’s,4.0,4.0,,"Via Laietana, 44",08002 Barcelona,,41.3862145,2.175957,pub
Garage Beer Co,4.5,43.0,under 11,,,,,,pub
Chill Bar,4.5,142.0,under 11,"Carrer Provença, 424",08025 Barcelona,213,41.402229299999995,2.1718695,pub
JazzMan,4.5,13.0,[12 - 33],"Carrer de Roger de Flor, 238",08025 Barcelona,32,41.4015026,2.1692699,pub
Polaroid,4.0,31.0,under 11,"Carrer dels Còdols, 29",08002 Barcelona,36,41.3793706,2.1787801,pub
George & Dragon,3.5,2.0,[34 - 66],,,,,,pub
La Cinemateca,4.0,6.0,[12 - 33],"Carrer de Pau Claris, 120",08009 Barcelona,5,41.3923875,2.1679348999999997,pub
La Pepita,4.5,514.0,[12 - 33],"Carrer de Còrsega, 343",08037 Barcelona,1065,41.397985399999996,2.1610264,pub
London Bar,4.0,14.0,under 11,"Carrer Nou de la Ramba, 34",08001 Barcelona,56,41.3782501,2.1730057,pub
Marsella,4.0,51.0,under 11,"Carrer de Sant Pau, 65",08001 Barcelona,55,41.3783036,2.1712542999999997,pub
The Black Horse,4.0,6.0,[12 - 33],"Carrer de l'Allada-Vermell, 16",08003 Barcelona,8,41.3864899,2.1809302,pub
The Philharmonic,4.0,14.0,[12 - 33],"Carrer de Mallorca, 204",08036 Barcelona,6,41.3903205,2.1582052000000003,pub
Elephanta,4.5,32.0,[12 - 33],"Carrer del Torrent d'en Vidalet, 37",08012 Barcelona,41,41.404681599999996,2.1585587999999998,pub
La Birreria,4.5,3.0,under 11,"Carrer de la Riera de Sant Miquel, 70",08006 Barcelona,5,41.3987163,2.1547897000000003,pub
First Bar,4.5,7.0,under 11,"Carrer d'en Rauric, 9",08002 Barcelona,21,41.381013700000004,2.1753292,pub
Hogan’s Australian Pub,4.0,5.0,[12 - 33],"La Rambla, 81",08001 Barcelona,34,41.3815068,2.172747,pub
The Black Lion,3.5,6.0,under 11,"Carrer d'Evarist Arnús, 70",08014 Barcelona,23,41.3837447,2.1368532000000005,pub
The Lime House,4.0,13.0,[12 - 33],"Carrer dels Carders, 31",08003 Barcelona,11,41.38697979999999,2.1802789000000002,pub
Bonavida,4.5,10.0,under 11,"Carrer de Casp, 22",08010 Barcelona,31,41.3892607,2.1709098,pub
Dublin Sports,3.5,9.0,[12 - 33],"Plaça de Joan Llongueras, 5",08021 Barcelona,7,41.3925701,2.1412169,pub
Musical María,4.5,8.0,[12 - 33],"Carrer de Maria, 5",08012 Barcelona,5,41.3991196,2.1570649,pub
Dunne’s Irish Bar,3.5,36.0,[12 - 33],"Via Laietana, 19-21",08003 Barcelona,17,41.3836284,2.1788112999999996,pub
Xixbar,4.5,26.0,[12 - 33],"Carrer de Rocafort, 19",08015 Barcelona,199,41.375862899999994,2.1575806,pub
Gato Negro,4.5,5.0,under 11,"Carrer de Sant Lluís,47",08012 Barcelona,20,41.405544299999995,2.1602661,pub
Lennox,4.0,4.0,,"Pla de Palau, 9",08003 Barcelona,9,41.38343,2.182974,pub
Le Standard,4.5,3.0,,"Carrer del Topazi, 24",08012 Barcelona,,41.405041,2.1548844,pub
Belushi’s,3.5,20.0,under 11,"Carrer de Bergara, 3",08001 Barcelona,26,41.3862122,2.1676278,pub
Craft Barcelona,4.0,20.0,under 11,"Carrer del Paradis, 4",08002 Barcelona,45,41.383127200000004,2.1770162999999996,pub
Stoke Bar,4.0,31.0,[12 - 33],"Carrer dels Banys Nous, 8",08002 Barcelona,36,41.382205299999995,2.1751533,pub
Fizz Barcelona,4.5,3.0,,"Carrer de Balmes, 83",08008 Barcelona,,41.3909588,2.1601461,pub
Bloomsday Irish Pub,5.0,3.0,,"Carrer La Rambla, 21",08002 Barcelona,4,41.3782693,2.1735967,pub
Barna Brew,4.5,5.0,under 11,"Carrer del Parlament, 45",08015 Barcelona,14,41.3773201,2.1634919,pub
Pippermint,3.0,11.0,[12 - 33],"Carrer de Borí i Fonestà, 20",08021 Barcelona,31,41.393204299999994,2.1388967,pub
Obama Gastropub,3.5,13.0,,"Carrer Bruniquer, 30",08012 Barcelona,8,41.4046854,2.1608417999999996,pub
Oviso,4.0,64.0,under 11,"Carrer d'Arai, 5",08002 Barcelona,70,41.3806737,2.177006,pub
Touch Music Karaoke,4.5,8.0,[12 - 33],"Carrer de Joan Miró, 8",08005 Barcelona,38,41.389351899999994,2.1966186000000003,pub
Sor Rita,4.5,22.0,under 11,"Carrer de La Mercé, 27",08002 Barcelona,51,41.3809662,2.1808584,pub
La Barrica,3.0,1.0,under 11,"Carrer Concell de Cent, 313",08007 Barcelona,15,41.38931779999999,2.1631522999999997,pub
Arcano,4.5,292.0,[34 - 66],"Carrer dels Mercaders, 10",08003 Barcelona,555,41.3849882,2.1787213,pub
Bar Zodiaco,4.0,19.0,under 11,"Carrer de Margarit, 17",08004 Barcelona,25,41.3738717,2.1637896,pub
Big Bang Bar,4.0,10.0,under 11,"Carrer Botella, 7",08001 Barcelona,43,41.3791394,2.1661116000000002,pub
Maestró,4.0,33.0,[12 - 33],"Rambla de Catalunya, 79",08007 Barcelona,119,41.391875399999996,2.1618703,pub
Belchica,3.5,8.0,[12 - 33],"Carrer de Villarroel, 60",08011 Barcelona,23,41.383618799999994,2.1592604,pub
Xpressing Underground Club,4.0,1.0,[12 - 33],"Carrer de Balmes, 69",08007 Barcelona,9,41.3901884,2.1610836,pub
Lunatic,4.5,5.0,[12 - 33],"Carrer Regent Mendieta, 38",08028 Barcelona,9,41.3773903,2.1235993,pub
Temple Bar,3.5,21.0,under 11,"Carrer de Ferran, 6",08002 Barcelona,29,41.380461100000005,2.1745261,pub
Ina,4.5,6.0,under 11,"Carrer dels Carders, 44",08003 Barcelona,10,41.3872992,2.1805519,pub
Espai d’Art Tinta Roja,3.5,9.0,[12 - 33],"Carrer de la Creu dels  Molers, 17",,11,,,pub
Flann O’Brien,3.5,3.0,under 11,"Carrer de Casanova, 264",08021 Barcelona,,41.3941973,2.1474992000000004,pub
Mojito Rock,4.0,11.0,under 11,"Carrer Valldonzella, 30",08001 Barcelona,5,41.383731899999994,2.1652883999999997,pub
Never More,5.0,1.0,,"Carrer de la Cera, 17",08001 Barcelona,7,41.3790167,2.1663843999999997,pub
Mingus,4.0,15.0,[12 - 33],"Carrer de la Comtessa de Sobradel, 9",08002 Barcelona,15,41.381336100000006,2.1782909,pub
Black Lab,4.0,83.0,[12 - 33],"Plaça Pau Vila, 1",08039 Barcelona,172,41.380834899999996,2.1856482999999995,pub
Pepe Bar,5.0,1.0,,"Calle Pelai, 40",08001 Barcelona,,41.3855094,2.167551,pub
La Concha Barcelona,4.5,8.0,under 11,"Carrer de Guàrdia, 14",08001 Barcelona,10,41.3774997,2.1740696,pub
Stereo,4.5,2.0,under 11,"Calle Nou de la Rambla, 119",08004 Barcelona,11,41.3738672,2.1690888999999998,pub
Vicente Emilio Barcelona Villen,5.0,1.0,,Calle de la Marina 261,08025 Barcelona,,41.40475,2.1739535,pub
Ryans Beach,4.0,1.0,,"Carrer del Judici, 15",08003 Barcelona,,41.376751899999995,2.190342,pub
Bar Ardevol,4.0,8.0,[12 - 33],,,,,,pub
Two Schmucks,5.0,17.0,[12 - 33],"Carrer de Joaquin Costa, 52",08001 Barcelona,29,41.3831899,2.1652514,pub
Bernie’s,4.0,40.0,[12 - 33],"Via Laietana, 20",08003 Barcelona,121,41.384036200000004,2.1791261000000004,pub
Bonobo,4.0,4.0,,"Carrer de Santa Rosa, 14",08012 Barcelona,5,41.4030864,2.1532548,pub
Veronica Griselda Villafan Zea,5.0,1.0,,Calle Comtes de Bell Lloc 172,08014 Barcelona,,41.3828107,2.1359043,pub
cactus bar,4.0,1.0,[34 - 66],jaume1,08002 Barcelona,,41.3833362,2.1779731,pub
absentha,4.0,3.0,,carrer de sant carles,Barcelona,7,41.3793049,2.1900166000000003,pub
Bodega,5.0,5.0,under 11,"Carrer dels Mirallers, 15",08003 Barcelona,11,41.3838512,2.181632,pub
El Vaso de Oro,4.5,178.0,[12 - 33],"Carrer de Balboa, 6",08003 Barcelona,359,41.381854100000005,2.1873102,pub
La Catedra,4.5,3.0,[12 - 33],Gran Via de les Corts Catalanes 578,,9,,,pub
Cheers,3.0,16.0,under 11,"Carrer Santa Mónica, 2",08001 Barcelona,4,41.3775376,2.1753737999999996,pub
Belice Cocktail Bar,5.0,2.0,[12 - 33],"Carrer de Santaló, 36",08021 Barcelona,8,41.3956564,2.1459474999999997,pub
Bodega Saltó,4.0,15.0,under 11,"Carrer de Blesa, 36",08004 Barcelona,11,41.37278010000001,2.1671862999999996,pub
La Cervesera Artesana,4.0,37.0,[12 - 33],"Carrer de Sant Agustí, 14",08012 Barcelona,34,41.398154299999995,2.1608245,pub
Ale&Hop,4.5,43.0,under 11,"Carrer de les Basses de Sant Pere, 10",08003 Barcelona,106,41.3885955,2.1801379,pub
Hendrix,4.5,2.0,under 11,"Travessera de Gràcia, 86",08006 Barcelona,9,41.3977625,2.1523596,pub
Sonora,3.0,20.0,under 11,"Carrer de Pamplona, 96",08018 Barcelona,21,41.3979343,2.1901080000000004,pub
Ya lo sabes,4.0,1.0,,Diputació  340,08011 Barcelona,,41.3961842,2.1750943,pub
The Cottage,5.0,1.0,,,,,,,pub
Kentucky,4.0,13.0,[12 - 33],"Carrer de l'Arc del Teatre, 11",08001 Barcelona,15,41.377696500000006,2.1747397,pub
Hell Awaits,4.0,2.0,,"Carrer de les Tàpies, 21",08001 Barcelona,8,41.3756323,2.1702974999999998,pub
Pepe’s Bar,3.5,4.0,under 11,"Carrer de Pamplona, 91",08018 Barcelona,,41.3967448,2.1909528999999996,pub
New York Café,4.0,1.0,under 11,"Carrer de Diputacio, 88",08015 Barcelona,,41.3806826,2.1543452000000003,pub
Enigma,4.0,1.0,,"Carrer del Taquígraf Garriga, 106",08029 Barcelona,,41.388436999999996,2.1364981,pub
El Pony,4.0,7.0,,"Carrer del Portal Nou, 23",08003 Barcelona,,41.388755100000004,2.1806134999999998,pub
Dirty Dick’s,2.5,2.0,,,,,,,pub
Irish Sailing Pub,3.5,2.0,[12 - 33],Moll de Mestral 26,08005 Barcelona,,41.38687720000001,2.1981182,pub
Bloody Mary,4.5,9.0,[12 - 33],"Carrer de Ferrer de Blanes, 3",08012 Barcelona,54,41.3983223,2.1591262,pub
Paspartú,5.0,10.0,[12 - 33],"Carrer de les Basses de Sant Pere, 12-14",08003 Barcelona,8,41.388673600000004,2.1799797,pub
Kahiki,2.5,7.0,[34 - 66],"Gran Via de les Corts Catalanes, 581",08011 Barcelona,7,41.3855248,2.1623904,pub
Zim,4.5,10.0,[12 - 33],"Carrer de la Dagueria, 20",08002 Barcelona,5,41.38305689999999,2.1783083999999997,pub
Cervecería Jazz,4.5,10.0,[34 - 66],"Carrer de Margarit, 43",08004 Barcelona,13,41.3722673,2.1632328999999997,pub
Bubblic,4.0,5.0,[12 - 33],"Carrer de Marià Cubí, 183",08021 Barcelona,8,41.395345,2.1448593,pub
Elephant,4.0,8.0,[34 - 66],"Carrer de Pau Claris, 92",08010 Barcelona,,41.390243100000006,2.1706795,pub
Rocksound,4.5,2.0,[12 - 33],"Carrer de Almogàvers, 116",08018 Barcelona,,41.397068,2.1904152000000003,pub
Koitton Club,4.5,2.0,[12 - 33],"Carrer de Rossend Arús, 9",08014 Barcelona,4,41.3737059,2.1374671000000003,pub
Bobby Gin,4.5,54.0,[12 - 33],"Carrer de Francisco Giner, 47",08012 Barcelona,77,41.3996972,2.1582915000000003,pub
Filomena,4.5,7.0,[12 - 33],"Carrer d'Aldana, 8",08015 Barcelona,36,41.37561420000001,2.1663035,pub
Woody Bar,4.0,5.0,,"Plaça del Sol, 7-8",08012 Barcelona,,41.4017726,2.1570201,pub
The End,4.0,1.0,,"Carrer de Santaló, 34",08021 Barcelona,,41.39559620000001,2.1460055000000002,pub
La Principal,3.5,16.0,under 11,"Carrer de Sepúlveda, 186",08011 Barcelona,41,41.383578,2.1631779,pub
Tequila 44,4.0,12.0,[12 - 33],"Carrer dels Escudellers, 28",08002 Barcelona,23,41.379928799999995,2.1767621,pub
Insòlita Gea,4.5,18.0,,"Carrer Sant Antoni Maria Claret, 220",08025 Barcelona,62,41.4111936,2.1746214,pub
Blondie,5.0,1.0,[12 - 33],"Carrer d'en Roca, 14",08002 Barcelona,,41.3823851,2.1729732000000004,pub
Set Barcelona,5.0,1.0,,"Calle Enamorats, 90",08026 Barcelona,8,41.406341499999996,2.1833251000000002,pub
Coctelería Cooler,4.0,12.0,[12 - 33],"Carrer de Mallorca, 196",08036 Barcelona,40,41.390014,2.1578597999999998,pub
El Rouge,4.0,4.0,[34 - 66],"Carrer del Poeta Cabanyes, 21",08004 Barcelona,9,41.3740988,2.1657277,pub
Inch Bar,4.5,11.0,under 11,"Carrer de I'Escorial, 117",08024 Barcelona,11,41.4083746,2.1601789,pub
Bar International Beer,2.5,16.0,under 11,"Carrer del Cardenal Casanas, 4",08002 Barcelona,30,41.3815434,2.1735203,pub
Bongo’s,5.0,1.0,,"Moll del Gregal, 1-3",08005 Barcelona,,41.389156899999996,2.2005147000000003,pub
Marula Café,4.0,18.0,[12 - 33],"Carrer dels Escudellers, 49",08002 Barcelona,17,41.3801125,2.1767965,pub
Pub Fiction,4.5,3.0,[12 - 33],"Carrer de Casanova, 96",08011 Barcelona,,41.3870852,2.1568939,pub
Le Cyrano,4.0,9.0,under 11,"Carrer d'Aribau, 154",08036 Barcelona,4,41.392207299999995,2.154464,pub
Rare,4.0,1.0,,"Carrer de Casp, 55",08010 Barcelona,12,41.3929766,2.1750943,pub
La Beata,4.5,3.0,,"Carrer de Jesús, 16",08012 Barcelona,4,41.3991638,2.1580517,pub
Barcelona Pipa Club,5.0,2.0,,"Carrer Santa Eulàlia , 21",08012 Barcelona,,41.4012834,2.1639237000000002,pub
Velcro Bar,4.0,6.0,[34 - 66],"Carrer de Vallfogona, 10",08012 Barcelona,,41.402778000000005,2.1572074,pub
Bar Fidel,4.5,17.0,under 11,"Carrer de Ferlandina, 24",08001 Barcelona,18,41.3819549,2.1653742,pub
DiSapore Bar,4.5,2.0,,"Carrer del Pintor Fortuny, 15",08001 Barcelona,15,41.3829589,2.1699834,pub
Ballbreaker,4.0,5.0,,"Carrer Matilde, 7",08012 Barcelona,8,41.4004473,2.1568716,pub
Kimera,4.0,3.0,,"Carrer de Mozart, 16",08012 Barcelona,,41.3993537,2.1583587000000004,pub
La Gorda,4.0,1.0,[12 - 33],"Carrer de Riego, 29",08014 Barcelona,5,41.376721999999994,2.1382922000000004,pub
La República,4.0,16.0,[12 - 33],"Carrer de la Mercè, 13",08002 Barcelona,64,41.3801215,2.1802772,pub
Marmalade,4.0,68.0,[12 - 33],"Carrer de la Riera Alta, 4-6",08001 Barcelona,125,41.3807434,2.1671671000000003,pub
A Viva Voz,3.0,3.0,,Carrer d'Aribau 103,08036 Barcelona,18,41.3902745,2.1564782000000005,pub
Colombo,4.0,7.0,[12 - 33],"Calle L'escar, 4",08039 Barcelona,11,41.3756604,2.188616,pub
Versailles,4.5,4.0,under 11,"Pasaje Valeri Serra, 3",08011 Barcelona,17,41.384666100000004,2.1607825000000003,pub
Garage 442,,,under 11,"Avinguda Diagonal, 442",08037 Barcelona,,41.3971083,2.1607054,pub
Living Barcelona 1925,4.0,20.0,,"Ramblas, 122",08002 Barcelona,43,41.383823,2.1714665,pub
Ginger,4.0,9.0,[12 - 33],"Carrer de la Palma de Sant Just, 1",08002 Barcelona,21,41.3827818,2.1783961,pub
Milk Bar & Bistro,4.5,431.0,[12 - 33],"Carrer d'en Gignàs, 21",08002 Barcelona,649,41.380247,2.1792235,pub
Exterior,5.0,1.0,,Playa de Ocata ---,Barcelona,,41.4786087,2.3203009,pub
Butyklan,3.5,7.0,[12 - 33],"Carrer d'Aragó, 343",08009 Barcelona,6,41.39712279999999,2.1709482,pub
Bar Do,,,,Rogen 45,08026 Barcelona,,41.4118532,2.1830997,pub
The Fastnet,3.5,8.0,under 11,"Passeig de Joan de Borbó, 22",08003 Barcelona,6,41.3795951,2.18781,pub
Bar Prasoa,3.5,4.0,under 11,Calle Sardenya 317,08025 Barcelona,,41.4037423,2.1725222,pub
El Jardinet d’Aribau,2.0,4.0,[12 - 33],"Carrer d'Aribau, 133",08036 Barcelona,58,41.3918684,2.1545514999999997,pub
Alpaca´s,,,[12 - 33],"Carrer dels Sombrerers, 7",08003 Barcelona,,41.383878700000004,2.1820567000000004,pub
Síncopa,3.5,9.0,[12 - 33],"Carrer d'Avinyó, 35",08002 Barcelona,12,41.3803469,2.1790755,pub
Alfa Bar,4.0,6.0,[12 - 33],"Carrer Gran de Gràcia, 36",08012 Barcelona,11,41.3988625,2.15691,pub
Ende,4.0,2.0,[12 - 33],Carrer de Casanova 210,08036 Barcelona,,41.391915399999995,2.1503352000000002,pub
Kioto,5.0,1.0,,"Calle Guinardo, 200",08041 Barcelona,,41.4161788,2.1813015,pub
Botanic,3.5,2.0,,"Carrer de Muntaner, 64",08011 Barcelona,76,41.387054,2.1592414,pub
El Zoo,3.0,1.0,,"Carrer del Torrent de l'Olla, 145",08012 Barcelona,,41.4036721,2.1554037,pub
Sensi,4.5,377.0,[12 - 33],"Carrer Ample, 26",08002 Barcelona,681,41.3803248,2.1800471000000003,pub
Rabipelao,3.5,9.0,under 11,"Carrer de la Mercè, 26",08002 Barcelona,17,41.3801932,2.1805383,pub
La Bodeguita Bright,4.5,4.0,under 11,"Carrer del Comte Borrell, 18",08015 Barcelona,48,41.376356099999995,2.1641459,pub
Victor Gomez Hidalgo,5.0,1.0,,Calle Sicilia 125,08013 Barcelona,,41.3968544,2.179574,pub
Bar Mut,4.5,149.0,[34 - 66],"Carrer de Pau Claris, 192",08037 Barcelona,294,41.3973097,2.1612477,pub
Bodegon del Norte - Marzan,3.0,3.0,[12 - 33],Calle Valencia 207,08007 Barcelona,,41.3903792,2.1597623,pub
Soho,,,,"Calle Aribau, 195",08021 Barcelona,,41.3952263,2.1497071,pub
Caribbean Club,5.0,11.0,[34 - 66],"Carrer de les Sitges, 5",08001 Barcelona,18,41.3844287,2.1694758,pub
Grill Room Bar Thonet,5.0,8.0,,"Carrer dels Escudellers, 8",08002 Barcelona,21,41.3792525,2.1760605,pub
Gracia Latina,3.5,4.0,[12 - 33],"Carrer De L'Or,19",08012 Barcelona,13,41.4045451,2.1568236,pub
33/45,4.0,17.0,under 11,"Carrer de Joaquín Costa, 4",08001 Barcelona,11,41.3810676,2.1675065,pub
Mil Estones,4.0,1.0,,"Carrer de Saragossa, 89",08006 Barcelona,,41.4034688,2.1469442,pub
Pesca Salada,4.5,12.0,[12 - 33],"Carrer de la Cera, 32",08001 Barcelona,10,41.3784082,2.1654591,pub
Bar Dúrcal,5.0,1.0,,"Carrer de Càceres, 34",08028 Barcelona,,41.3747532,2.1312811000000003,pub
Nello’s,2.0,5.0,[12 - 33],"Rosselló, 255",08008 Barcelona,14,41.395523,2.1592606,pub
Armony Cocktails Gintonics,,,[12 - 33],"Calle Indústria, 135",08025 Barcelona,5,41.4085785,2.1729341,pub
"3011 Hosteleria y Restauracion, S.C.P.",3.0,1.0,,Calle Valencia 194,08011 Barcelona,,41.388332500000004,2.1578214,pub
Kaizen Afterwork,5.0,1.0,[12 - 33],"Carrer de Castella, 1",08018 Barcelona,28,41.404493,2.1988202,pub
Smoking Dog,3.0,1.0,,"Carrer de París, 191",08036 Barcelona,,41.393646999999994,2.1530682,pub
La Guayra,3.0,2.0,,"Carrer de Provença, 243",08008 Barcelona,10,41.3940047,2.1603237,pub
Manchester,3.5,9.0,under 11,"Carrer de Milans, 5",08002 Barcelona,6,41.3806965,2.1790104,pub
Bar Malasang,4.5,10.0,[12 - 33],"Carrer de Comte Borrell, 148",08015 Barcelona,24,41.38286179999999,2.1555388,pub
Mandri,4.0,12.0,[12 - 33],"Carrer de Mandri, 60",08022 Barcelona,10,41.40502120000001,2.1322505,pub
No Sweat Bar,3.5,2.0,[12 - 33],"Carrer de Vic, 19",08006 Barcelona,,41.3989901,2.1547897000000003,pub
Tropical,5.0,1.0,,Calle Paloma 19,08001 Barcelona,,41.3819032,2.1642596000000003,pub
El Garaje Hermético,3.0,1.0,,"Avinguda Diagonal, 442",08037 Barcelona,,41.3971083,2.1607054,pub
Mar de Copas,,,,"Carrer de Marià Cubí, 55",08006 Barcelona,6,41.398147200000004,2.1496478999999997,pub
Bodega del Onze,4.0,3.0,,"Carrer de Blai, 8",08004 Barcelona,5,41.373193799999996,2.1659964,pub
Els Tres Porquets,4.0,9.0,[34 - 66],"Rambla Poblenou, 165",08005 Barcelona,114,41.407180100000005,2.1930118,pub
Quilombo,4.0,8.0,[12 - 33],"Carrer d'Aribau, 149",08036 Barcelona,5,41.3925507,2.1536432999999997,pub
Pastís,3.5,6.0,[12 - 33],"Carrer de Santa Mónica, 4",08001 Barcelona,4,41.3773792,2.1750827,pub
Bar Pastis,5.0,1.0,,"Rambla de Santa Mónica, 4",08002 Barcelona,,41.3771955,2.1765042,pub
Coppelia Club,,,,"Carrer Rera Palau, 4",08003 Barcelona,9,41.3836305,2.1836644,pub
Opera Samfaina,4.0,11.0,[12 - 33],"La Rambla, 51-59",08001 Barcelona,65,41.3802333,2.1736993,pub
Black Velvet,4.0,1.0,[12 - 33],"Nou de la Rambla, 130",08004 Barcelona,10,41.373696200000005,2.1684147,pub
Night and Day,,,,"Carrer dels Almogàvers, 62",08018 Barcelona,45,41.3939211,2.1862044999999997,pub
Thales,3.5,8.0,under 11,"Carrer dels Templers, 16",08002 Barcelona,14,41.381764600000004,2.1783025,pub
Homo Sibaris,4.0,27.0,under 11,"Plaça Osca, 4",08014 Barcelona,49,41.3762829,2.1388287999999998,pub
El Circulo,5.0,1.0,[12 - 33],"Carrer Banys Vells, 11",08003 Barcelona,11,41.384405799999996,2.1808908,pub
Um Que Rico,5.0,1.0,,Carrer Sant Joan de Malta 150,08018 Barcelona,,41.4043584,2.1983857,pub
Gente de Pasta,5.0,1.0,,Calle Enric Granados 67,08008 Barcelona,,41.3910361,2.1575911,pub
Gris,3.0,1.0,,"Passeig de Sant Antoni, 23",08014 Barcelona,,41.3772364,2.1371151000000004,pub
Bar Manolo,4.0,4.0,,"Carrer de Lancaster, 3",08001 Barcelona,4,41.3785796,2.1741099,pub
Foxy Bar,4.0,11.0,[12 - 33],"Carrer de la Riera Alta, 59",08001 Barcelona,9,41.3803272,2.1644064,pub
BeeriVins,5.0,2.0,[12 - 33],"Carrer de Còrsega, 589-591",08025 Barcelona,4,41.4076526,2.1739318,pub
Central 134,,,under 11,,,,,,pub
Bar la Maquinista,4.0,1.0,,Calle Maquinista 13,08003 Barcelona,,41.3807601,2.1885779999999997,pub
Aloha,4.0,8.0,,"Carrer de Provença, 159",08036 Barcelona,18,41.389821000000005,2.1545787,pub
Pasapalo,5.0,15.0,[12 - 33],"Carrer del Poeta Cabanyes, 6",08004 Barcelona,52,41.374512,2.1657734,pub
Mora,3.0,1.0,,"Carrer Rossello, 495",08025 Barcelona,,41.4078766,2.17633,pub
Wild Rover Barcelona,2.0,3.0,[12 - 33],"Carrer de Santa Mònica, 2",08001 Barcelona,24,41.3775376,2.1753737999999996,pub
Red Rocket,4.0,3.0,,"Carrer dels Còdols, 21",08002 Barcelona,,41.3795742,2.1783577000000003,pub
Cheers,3.0,1.0,,"Carrer Santa Mónica, 2",08001 Barcelona,4,41.3775376,2.1753737999999996,pub
Mexcla,4.0,29.0,under 11,"Carrer Ramón y Cajal, 35",08012 Barcelona,93,41.4029029,2.158896,pub
La Abadiba,,,,"Carrer del Rosselló, 174",08036 Barcelona,,41.39205820000001,2.1560683,pub
No Sé,4.0,8.0,[12 - 33],"Passeig del Born, 21",08003 Barcelona,10,41.3849739,2.1827941,pub
Vic-Lor Scp,5.0,1.0,,Calle Poblenou 149,08018 Barcelona,,41.406425,2.194025,pub
